# x1 x2 x3 x4 x5 x6
# 10201 6
# 1 101 101 6
-1.00000000e+00 -1.00000000e+00  0.00000000e+00 -1.00000000e+00 -1.00000000e+00  0.00000000e+00
-9.80000000e-01 -1.00000000e+00  0.00000000e+00 -9.60400000e-01 -9.60400000e-01  0.00000000e+00
-9.60000000e-01 -1.00000000e+00  0.00000000e+00 -9.21600000e-01 -9.21600000e-01  0.00000000e+00
-9.40000000e-01 -1.00000000e+00  0.00000000e+00 -8.83600000e-01 -8.83600000e-01  0.00000000e+00
-9.20000000e-01 -1.00000000e+00  0.00000000e+00 -8.46400000e-01 -8.46400000e-01  0.00000000e+00
-9.00000000e-01 -1.00000000e+00  0.00000000e+00 -8.10000000e-01 -8.10000000e-01  0.00000000e+00
-8.80000000e-01 -1.00000000e+00  0.00000000e+00 -7.74400000e-01 -7.74400000e-01  0.00000000e+00
-8.60000000e-01 -1.00000000e+00  0.00000000e+00 -7.39600000e-01 -7.39600000e-01  0.00000000e+00
-8.40000000e-01 -1.00000000e+00  0.00000000e+00 -7.05600000e-01 -7.05600000e-01  0.00000000e+00
-8.20000000e-01 -1.00000000e+00  0.00000000e+00 -6.72400000e-01 -6.72400000e-01  0.00000000e+00
-8.00000000e-01 -1.00000000e+00  0.00000000e+00 -6.40000000e-01 -6.40000000e-01  0.00000000e+00
-7.80000000e-01 -1.00000000e+00  0.00000000e+00 -6.08400000e-01 -6.08400000e-01  0.00000000e+00
-7.60000000e-01 -1.00000000e+00  0.00000000e+00 -5.77600000e-01 -5.77600000e-01  0.00000000e+00
-7.40000000e-01 -1.00000000e+00  0.00000000e+00 -5.47600000e-01 -5.47600000e-01  0.00000000e+00
-7.20000000e-01 -1.00000000e+00  0.00000000e+00 -5.18400000e-01 -5.18400000e-01  0.00000000e+00
-7.00000000e-01 -1.00000000e+00  0.00000000e+00 -4.90000000e-01 -4.90000000e-01  0.00000000e+00
-6.80000000e-01 -1.00000000e+00  0.00000000e+00 -4.62400000e-01 -4.62400000e-01  0.00000000e+00
-6.60000000e-01 -1.00000000e+00  0.00000000e+00 -4.35600000e-01 -4.35600000e-01  0.00000000e+00
-6.40000000e-01 -1.00000000e+00  0.00000000e+00 -4.09600000e-01 -4.09600000e-01  0.00000000e+00
-6.20000000e-01 -1.00000000e+00  0.00000000e+00 -3.84400000e-01 -3.84400000e-01  0.00000000e+00
-6.00000000e-01 -1.00000000e+00  0.00000000e+00 -3.60000000e-01 -3.60000000e-01  0.00000000e+00
-5.80000000e-01 -1.00000000e+00  0.00000000e+00 -3.36400000e-01 -3.36400000e-01  0.00000000e+00
-5.60000000e-01 -1.00000000e+00  0.00000000e+00 -3.13600000e-01 -3.13600000e-01  0.00000000e+00
-5.40000000e-01 -1.00000000e+00  0.00000000e+00 -2.91600000e-01 -2.91600000e-01  0.00000000e+00
-5.20000000e-01 -1.00000000e+00  0.00000000e+00 -2.70400000e-01 -2.70400000e-01  0.00000000e+00
-5.00000000e-01 -1.00000000e+00  0.00000000e+00 -2.50000000e-01 -2.50000000e-01  0.00000000e+00
-4.80000000e-01 -1.00000000e+00  0.00000000e+00 -2.30400000e-01 -2.30400000e-01  0.00000000e+00
-4.60000000e-01 -1.00000000e+00  0.00000000e+00 -2.11600000e-01 -2.11600000e-01  0.00000000e+00
-4.40000000e-01 -1.00000000e+00  0.00000000e+00 -1.93600000e-01 -1.93600000e-01  0.00000000e+00
-4.20000000e-01 -1.00000000e+00  0.00000000e+00 -1.76400000e-01 -1.76400000e-01  0.00000000e+00
-4.00000000e-01 -1.00000000e+00  0.00000000e+00 -1.60000000e-01 -1.60000000e-01  0.00000000e+00
-3.80000000e-01 -1.00000000e+00  0.00000000e+00 -1.44400000e-01 -1.44400000e-01  0.00000000e+00
-3.60000000e-01 -1.00000000e+00  0.00000000e+00 -1.29600000e-01 -1.29600000e-01  0.00000000e+00
-3.40000000e-01 -1.00000000e+00  0.00000000e+00 -1.15600000e-01 -1.15600000e-01  0.00000000e+00
-3.20000000e-01 -1.00000000e+00  0.00000000e+00 -1.02400000e-01 -1.02400000e-01  0.00000000e+00
-3.00000000e-01 -1.00000000e+00  0.00000000e+00 -9.00000000e-02 -9.00000000e-02  0.00000000e+00
-2.80000000e-01 -1.00000000e+00  0.00000000e+00 -7.84000000e-02 -7.84000000e-02  0.00000000e+00
-2.60000000e-01 -1.00000000e+00  0.00000000e+00 -6.76000000e-02 -6.76000000e-02  0.00000000e+00
-2.40000000e-01 -1.00000000e+00  0.00000000e+00 -5.76000000e-02 -5.76000000e-02  0.00000000e+00
-2.20000000e-01 -1.00000000e+00  0.00000000e+00 -4.84000000e-02 -4.84000000e-02  0.00000000e+00
-2.00000000e-01 -1.00000000e+00  0.00000000e+00 -4.00000000e-02 -4.00000000e-02  0.00000000e+00
-1.80000000e-01 -1.00000000e+00  0.00000000e+00 -3.24000000e-02 -3.24000000e-02  0.00000000e+00
-1.60000000e-01 -1.00000000e+00  0.00000000e+00 -2.56000000e-02 -2.56000000e-02  0.00000000e+00
-1.40000000e-01 -1.00000000e+00  0.00000000e+00 -1.96000000e-02 -1.96000000e-02  0.00000000e+00
-1.20000000e-01 -1.00000000e+00  0.00000000e+00 -1.44000000e-02 -1.44000000e-02  0.00000000e+00
-1.00000000e-01 -1.00000000e+00  0.00000000e+00 -1.00000000e-02 -1.00000000e-02  0.00000000e+00
-8.00000000e-02 -1.00000000e+00  0.00000000e+00 -6.40000000e-03 -6.40000000e-03  0.00000000e+00
-6.00000000e-02 -1.00000000e+00  0.00000000e+00 -3.60000000e-03 -3.60000000e-03  0.00000000e+00
-4.00000000e-02 -1.00000000e+00  0.00000000e+00 -1.60000000e-03 -1.60000000e-03  0.00000000e+00
-2.00000000e-02 -1.00000000e+00  0.00000000e+00 -4.00000000e-04 -4.00000000e-04  0.00000000e+00
 0.00000000e+00 -1.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
 2.00000000e-02 -1.00000000e+00  0.00000000e+00 -4.00000000e-04 -4.00000000e-04  0.00000000e+00
 4.00000000e-02 -1.00000000e+00  0.00000000e+00 -1.60000000e-03 -1.60000000e-03  0.00000000e+00
 6.00000000e-02 -1.00000000e+00  0.00000000e+00 -3.60000000e-03 -3.60000000e-03  0.00000000e+00
 8.00000000e-02 -1.00000000e+00  0.00000000e+00 -6.40000000e-03 -6.40000000e-03  0.00000000e+00
 1.00000000e-01 -1.00000000e+00  0.00000000e+00 -1.00000000e-02 -1.00000000e-02  0.00000000e+00
 1.20000000e-01 -1.00000000e+00  0.00000000e+00 -1.44000000e-02 -1.44000000e-02  0.00000000e+00
